Sentence #	Word	Tag
1800	de	O
1800	que	O
1800	não	O
1800	são	O
1800	condizentes	O
1800	com	O
1800	os	O
1800	princípios	O
1800	e	O
1800	objetivos	O
1800	de	O
1800	humanização	O
1800	da	O
1800	Educação	B-ORG
1800	Anchieta	I-ORG
1800	,	O
1800	que	O
1800	se	O
1800	fundamenta	O
1800	no	O
1800	tratamento	O
1800	a	O
1800	todos	O
1800	em	O
1800	condição	O
1800	de	O
1800	igualdade	O
1800	,	O
1800	sem	O
1800	discriminação	O
1800	de	O
1800	classe	O
1800	,	O
1800	raça	O
1800	,	O
1800	gênero	O
1800	e	O
1800	religião	O
1800	.	O
1801	O	O
1801	ator	O
1801	Fabricio	B-PER
1801	Boliveira	I-PER
1801	foi	O
1801	o	O
1801	entrevistado	O
1801	da	O
1801	live	O
1801	Cena	O
1801	Carioca	O
1801	,	O
1801	apresentada	O
1801	pela	O
1801	jornalista	O
1801	e	O
1801	colunista	O
1801	de	O
1801	VEJA	B-MEDIA
1801	Rio	I-MEDIA
1801	Rita	B-PER
1801	Fernandes	I-PER
1801	,	O
1801	na	O
1801	noite	O
1801	desta	O
1801	segunda	O
1801	(	O
1801	12	O
1801	)	O
1801	.	O
1802	Fabrício	B-PER
1802	,	O
1802	durante	O
1802	as	O
1802	gravações	O
1802	,	O
1802	não	O
1802	sabia	O
1802	quem	O
1802	entraria	O
1802	no	O
1802	carro	O
1802	e	O
1802	como	O
1802	seriam	O
1802	as	O
1802	interações	O
1802	com	O
1802	outros	O
1802	atores	O
1802	.	O
1803	Mais	O
1803	de	O
1803	80	O
1803	%	O
1803	da	O
1803	população	O
1803	de	O
1803	Salvador	B-COUNTRY
1803	é	O
1803	negra	O
1803	,	O
1803	estudei	O
1803	em	O
1803	escola	O
1803	particular	O
1803	,	O
1803	porque	O
1803	meu	O
1803	pai	O
1803	trabalhava	O
1803	no	O
1803	polo	O
1803	petroquímico	O
1803	.	O
1804	Na	O
1804	Bahia	B-STATE
1804	,	O
1804	principalmente	O
1804	a	O
1804	partir	O
1804	da	O
1804	década	O
1804	de	O
1804	80	O
1804	,	O
1804	os	O
1804	negros	O
1804	ascenderam	O
1804	e	O
1804	puderam	O
1804	se	O
1804	estruturar	O
1804	na	O
1804	sociedade	O
1804	.	O
1805	Então	O
1805	quando	O
1805	mudei	O
1805	para	O
1805	o	O
1805	Rio	B-CITY
1805	,	O
1805	há	O
1805	13	O
1805	,	O
1805	14	O
1805	atrás	O
1805	,	O
1805	me	O
1805	perguntavam	O
1805	o	O
1805	que	O
1805	eu	O
1805	fazia	O
1805	por	O
1805	lá	O
1805	.	O
1806	Eu	O
1806	dirigia	O
1806	um	O
1806	carro	O
1806	importado	O
1806	e	O
1806	frequentemente	O
1806	a	O
1806	polícia	O
1806	me	O
1806	parava	O
1806	e	O
1806	me	O
1806	perguntava	O
1806	o	O
1806	que	O
1806	eu	O
1806	fazia	O
1806	da	O
1806	vida	O
1806	,	O
1806	porque	O
1806	um	O
1806	homem	O
1806	negro	O
1806	com	O
1806	um	O
1806	carro	O
1806	daqueles	O
1806	só	O
1806	poderia	O
1806	ser	O
1806	jogador	O
1806	de	O
1806	futebol	O
1806	.	O
1807	O	O
1807	engraçado	O
1807	é	O
1807	que	O
1807	fica	O
1807	ao	O
1807	lado	O
1807	do	O
1807	Leblon	O
1807	,	O
1807	que	O
1807	já	O
1807	tem	O
1807	outra	O
1807	galera	O
1807	totalmente	O
1807	diferente	O
1807	.	O
1808	Política	O
1808	Me	O
1808	preocupo	O
1808	muito	O
1808	com	O
1808	quem	O
1808	os	O
1808	cariocas	O
1808	vão	O
1808	eleger	O
1808	para	O
1808	prefeito	O
1808	.	O
1808	Já	O
1808	tínhamos	O
1808	uma	O
1808	situação	O
1808	de	O
1808	extremo	O
1808	machismo	O
1808	,	O
1808	racismo	O
1808	,	O
1808	misoginia	O
1808	,	O
1808	mas	O
1808	de	O
1808	2016	O
1808	para	O
1808	cá	O
1808	parece	O
1808	que	O
1808	tudo	O
1808	se	O
1808	aprofundou	O
1808	+	O
1809	Lia	B-PER
1809	Vainer	I-PER
1809	Schucman	I-PER
1809	é	O
1809	Doutora	O
1809	em	O
1809	Psicologia	O
1809	Social	O
1809	pela	O
1809	Universidade	B-ORG
1809	de	I-ORG
1809	São	I-ORG
1809	Paulo	I-ORG
1809	(	O
1809	USP	B-ORG
1809	)	O
1809	,	O
1809	com	O
1809	estágio	O
1809	de	O
1809	Doutoramento	O
1809	no	O
1809	Centro	B-ORG
1809	de	I-ORG
1809	Novos	I-ORG
1809	Estudos	I-ORG
1809	Raciais	I-ORG
1809	pela	O
1809	Universidade	B-ORG
1809	da	I-ORG
1809	Califórnia	I-ORG
1809	.	O
1810	Professora	O
1810	do	O
1810	Departamento	B-ORG
1810	de	I-ORG
1810	Psicologia	I-ORG
1810	da	O
1810	Universidade	B-ORG
1810	Federal	I-ORG
1810	de	I-ORG
1810	Santa	I-ORG
1810	Catarina	I-ORG
1810	(	O
1810	UFSC	B-ORG
1810	)	O
1810	,	O
1810	Lia	B-PER
1810	é	O
1810	ativista	O
1810	antirracista	O
1810	e	O
1810	pesquisadora	O
1810	de	O
1810	psicologia	O
1810	e	O
1810	relações	O
1810	étnico-raciais	O
1810	.	O
1811	Branca	O
1811	,	O
1811	Lia	B-PER
1811	crava	O
1811	:	O
1811	O	O
1811	branco	O
1811	que	O
1811	deseja	O
1811	um	O
1811	país	O
1811	melhor	O
1811	precisa	O
1811	ser	O
1811	antirracista	O
1811	 	O
1811	Conversamos	O
1811	com	O
1811	a	O
1811	professora	O
1811	e	O
1811	pesquisadora	O
1811	para	O
1811	entender	O
1811	sua	O
1811	área	O
1811	de	O
1811	estudos	O
1811	e	O
1811	qual	O
1811	é	O
1811	o	O
1811	papel	O
1811	do	O
1811	branco	O
1811	nesse	O
1811	contexto	O
1811	.	O
1812	Confira	O
1812	:	O
1812	Quando	O
1812	e	O
1812	você	O
1812	começou	O
1812	a	O
1812	se	O
1812	interessar	O
1812	pelo	O
1812	tema	O
1812	do	O
1812	racismo	O
1812	e	O
1812	estudá-lo	O
1812	?	O
1812	Eu	O
1812	comecei	O
1812	a	O
1812	me	O
1812	interessar	O
1812	por	O
1812	esse	O
1812	assunto	O
1812	antes	O
1812	mesmo	O
1812	de	O
1812	estudar	O
1812	psicologia	O
1812	;	O
1812	não	O
1812	sei	O
1812	bem	O
1812	precisar	O
1812	um	O
1812	ponto	O
1812	inicial	O
1812	.	O
1813	Um	O
1813	exemplo	O
1813	:	O
1813	quando	O
1813	tinha	O
1813	cerca	O
1813	de	O
1813	16	O
1813	anos	O
1813	,	O
1813	eu	O
1813	e	O
1813	um	O
1813	amigo	O
1813	estávamos	O
1813	saindo	O
1813	da	O
1813	Festa	O
1813	da	O
1813	Laranja	O
1813	,	O
1813	aqui	O
1813	em	O
1813	Florianópolis	B-CITY
1813	;	O
1813	indo	O
1813	a	O
1813	pé	O
1813	para	O
1813	casa	O
1813	,	O
1813	já	O
1813	que	O
1813	eu	O
1813	morava	O
1813	na	O
1813	Trindade	B-CITY
1813	.	O
1814	Meu	O
1814	amigo	O
1814	era	O
1814	professor	O
1814	de	O
1814	capoeira	O
1814	,	O
1814	e	O
1814	tentou	O
1814	usar	O
1814	um	O
1814	golpe	O
1814	para	O
1814	pegar	O
1814	minha	O
1814	bolsa	O
1814	de	O
1814	volta	O
1814	.	O
1815	Eu	O
1815	não	O
1815	sei	O
1815	se	O
1815	já	O
1815	havia	O
1815	policiais	O
1815	ali	O
1815	por	O
1815	perto	O
1815	,	O
1815	ou	O
1815	se	O
1815	alguém	O
1815	chamou	O
1815	a	O
1815	polícia	O
1815	,	O
1815	mas	O
1815	os	O
1815	policiais	O
1815	nos	O
1815	levaram	O
1815	para	O
1815	a	O
1815	delegacia	O
1815	.	O
1816	Eu	O
1816	lembro	O
1816	que	O
1816	,	O
1816	naquela	O
1816	noite	O
1816	,	O
1816	meu	O
1816	amigo	O
1816	ficou	O
1816	preso	O
1816	na	O
1816	delegacia	O
1816	,	O
1816	e	O
1816	eu	O
1816	fiquei	O
1816	do	O
1816	lado	O
1816	de	O
1816	fora	O
1816	e	O
1816	liguei	O
1816	para	O
1816	que	O
1816	a	O
1816	minha	O
1816	mãe	O
1816	fosse	O
1816	me	O
1816	buscar	O
1816	.	O
1817	Os	O
1817	policiais	O
1817	disseram	O
1817	que	O
1817	eu	O
1817	estava	O
1817	liberada	O
1817	,	O
1817	mas	O
1817	minha	O
1817	mãe	O
1817	não	O
1817	quis	O
1817	embora	O
1817	enquanto	O
1817	meu	O
1817	amigo	O
1817	também	O
1817	não	O
1817	saísse	O
1817	da	O
1817	delegacia	O
1817	.	O
1818	Ficou	O
1818	muito	O
1818	claro	O
1818	para	O
1818	mim	O
1818	que	O
1818	,	O
1818	no	O
1818	Brasil	B-COUNTRY
1818	,	O
1818	as	O
1818	pessoas	O
1818	criam	O
1818	o	O
1818	criminoso	O
1818	antes	O
1818	do	O
1818	crime	O
1818	.	O
1819	Eu	O
1819	sou	O
1819	de	O
1819	família	O
1819	judia	O
1819	,	O
1819	também	O
1819	,	O
1819	então	O
1819	a	O
1819	história	O
1819	de	O
1819	ser	O
1819	violentada	O
1819	e	O
1819	discriminada	O
1819	por	O
1819	causa	O
1819	da	O
1819	raça	O
1819	já	O
1819	era	O
1819	uma	O
1819	coisa	O
1819	que	O
1819	eu	O
1819	conhecia	O
1819	por	O
1819	meio	O
1819	de	O
1819	relatos	O
1819	da	O
1819	minha	O
1819	avó	O
1819	,	O
1819	por	O
1819	exemplo	O
1819	,	O
1819	que	O
1819	chegou	O
1819	a	O
1819	ficar	O
1819	em	O
1819	campo	O
1819	de	O
1819	concentração	O
1819	.	O
1820	Mas	O
1820	logo	O
1820	eu	O
1820	percebi	O
1820	que	O
1820	não	O
1820	tinha	O
1820	tanto	O
1820	interesse	O
1820	em	O
1820	estudar	O
1820	o	O
1820	discriminado	O
1820	;	O
1820	eu	O
1820	queria	O
1820	estudar	O
1820	quem	O
1820	discriminava	O
1820	.	O
1821	No	O
1821	doutorado	O
1821	,	O
1821	eu	O
1821	queria	O
1821	estudar	O
1821	quem	O
1821	comete	O
1821	o	O
1821	racismo	O
1821	,	O
1821	já	O
1821	que	O
1821	o	O
1821	racismo	O
1821	é	O
1821	uma	O
1821	relação	O
1821	.	O
1822	Foi	O
1822	quando	O
1822	eu	O
1822	entrei	O
1822	em	O
1822	contato	O
1822	pela	O
1822	primeira	O
1822	vez	O
1822	com	O
1822	essa	O
1822	área	O
1822	que	O
1822	se	O
1822	chama	O
1822	estudos	O
1822	críticos	O
1822	da	O
1822	branquitude	O
1822	;	O
1822	que	O
1822	é	O
1822	basicamente	O
1822	tentar	O
1822	entender	O
1822	quem	O
1822	é	O
1822	o	O
1822	branco	O
1822	e	O
1822	qual	O
1822	é	O
1822	a	O
1822	posição	O
1822	ativa	O
1822	dele	O
1822	na	O
1822	manutenção	O
1822	dos	O
1822	privilégios	O
1822	raciais	O
1822	em	O
1822	um	O
1822	país	O
1822	que	O
1822	tem	O
1822	estrtutura	O
1822	racista	O
1822	,	O
1822	como	O
1822	o	O
1822	Brasil	B-COUNTRY
1822	.	O
1823	Minha	O
1823	tese	O
1823	era	O
1823	exatamente	O
1823	isso	O
1823	:	O
1823	tentar	O
1823	entender	O
1823	como	O
1823	os	O
1823	sujeitos	O
1823	brancos	O
1823	mantém	O
1823	e	O
1823	legitimam	O
1823	o	O
1823	racismo	O
1823	na	O
1823	estrutura	O
1823	social	O
1823	;	O
1823	e	O
1823	entender	O
1823	como	O
1823	essa	O
1823	ideia	O
1823	de	O
1823	raça	O
1823	criada	O
1823	no	O
1823	século	O
1823	XIX	O
1823	-	O
1823	ou	O
1823	seja	O
1823	,	O
1823	a	O
1823	ideia	O
1823	de	O
1823	que	O
1823	há	O
1823	algo	O
1823	intrínseco	O
1823	aos	O
1823	sujeitos	O
1823	de	O
1823	acordo	O
1823	com	O
1823	sua	O
1823	raça	O
1823	-	O
1823	também	O
1823	constitui	O
1823	as	O
1823	pessoas	O
1823	brancas	O
1823	,	O
1823	já	O
1823	que	O
1823	a	O
1823	maioria	O
1823	dos	O
1823	estudos	O
1823	de	O
1823	psicologia	O
1823	é	O
1823	voltada	O
1823	para	O
1823	a	O
1823	maneira	O
1823	como	O
1823	essa	O
1823	ideia	O
1823	de	O
1823	raça	O
1823	acomete	O
1823	os	O
1823	negros	O
1823	,	O
1823	e	O
1823	não	O
1823	para	O
1823	a	O
1823	maneira	O
1823	como	O
1823	essa	O
1823	ideia	O
1823	dá	O
1823	privilégios	O
1823	aos	O
1823	brancos	O
1823	.	O
1824	Minha	O
1824	pergunta	O
1824	específica	O
1824	era	O
1824	:	O
1824	quais	O
1824	são	O
1824	os	O
1824	significados	O
1824	de	O
1824	ser	O
1824	branco	O
1824	em	O
1824	uma	O
1824	sociedade	O
1824	que	O
1824	tem	O
1824	racismo	O
1824	estrutural	O
1824	?	O
1824	Entrevistei	O
1824	diversas	O
1824	pessoas	O
1824	brancas	O
1824	,	O
1824	e	O
1824	perguntei	O
1824	coisas	O
1824	como	O
1824	o	O
1824	que	O
1824	é	O
1824	ser	O
1824	branco	O
1824	para	O
1824	você	O
1824	?	O
1824	,	O
1824	quando	O
1824	você	O
1824	percebeu	O
1824	que	O
1824	era	O
1824	branco	O
1824	?	O
1824	.	O
1824	Falei	O
1824	com	O
1824	ex-donos	O
1824	de	O
1824	fazendas	O
1824	de	O
1824	café	O
1824	,	O
1824	descendentes	O
1824	de	O
1824	imigrantes	O
1824	de	O
1824	classe	O
1824	média	O
1824	,	O
1824	estudantes	O
1824	,	O
1824	moradores	O
1824	de	O
1824	rua	O
1824	.	O
1825	E	O
1825	percebi	O
1825	que	O
1825	todos	O
1825	os	O
1825	entrevistados	O
1825	mostravam	O
1825	em	O
1825	algum	O
1825	momento	O
1825	que	O
1825	acreditavam	O
1825	ter	O
1825	algum	O
1825	tipo	O
1825	de	O
1825	superioridade	O
1825	moral	O
1825	,	O
1825	intelectual	O
1825	ou	O
1825	estética	O
1825	por	O
1825	ser	O
1825	brancos	O
1825	.	O
1826	E	O
1826	todos	O
1826	as	O
1826	associações	O
1826	citadas	O
1826	pelos	O
1826	entrevistados	O
1826	com	O
1826	ser	O
1826	branco	O
1826	eram	O
1826	positivas	O
1826	-	O
1826	não	O
1826	havia	O
1826	referências	O
1826	a	O
1826	coisas	O
1826	como	O
1826	a	O
1826	escravização	O
1826	,	O
1826	o	O
1826	holocausto	O
1826	dos	O
1826	judeus	O
1826	.	O
1827	Só	O
1827	se	O
1827	produz	O
1827	significados	O
1827	positivos	O
1827	associados	O
1827	a	O
1827	ser	O
1827	branco	O
1827	.	O
1827	O	O
1827	maior	O
1827	poder	O
1827	do	O
1827	branco	O
1827	é	O
1827	justamente	O
1827	o	O
1827	de	O
1827	classificar	O
1827	:	O
1827	os	O
1827	brancos	O
1827	que	O
1827	classificaram	O
1827	os	O
1827	outros	O
1827	,	O
1827	como	O
1827	negros	O
1827	,	O
1827	como	O
1827	indígenas	O
1827	;	O
1827	e	O
1827	se	O
1827	classificaram	O
1827	como	O
1827	algo	O
1827	positivo	O
1827	,	O
1827	e	O
1827	também	O
1827	como	O
1827	padrão	O
1827	.	O
1828	O	O
1828	título	O
1828	do	O
1828	livro	O
1828	vem	O
1828	de	O
1828	uma	O
1828	citação	O
1828	de	O
1828	um	O
1828	dos	O
1828	entrevistados	O
1828	,	O
1828	que	O
1828	é	O
1828	um	O
1828	branco	O
1828	da	O
1828	Paraíba	B-STATE
1828	:	O
1828	na	O
1828	Paraíba	B-STATE
1828	,	O
1828	ele	O
1828	é	O
1828	considerado	O
1828	branco	O
1828	;	O
1828	em	O
1828	Tiradentes	O
1828	,	O
1828	no	O
1828	bairro	O
1828	pobre	O
1828	onde	O
1828	ele	O
1828	mora	O
1828	,	O
1828	ele	O
1828	é	O
1828	branco	O
1828	;	O
1828	mas	O
1828	no	O
1828	Sumaré	O
1828	,	O
1828	o	O
1828	bairro	O
1828	onde	O
1828	ele	O
1828	trabalha	O
1828	,	O
1828	ele	O
1828	é	O
1828	nordestino	O
1828	.	O
1828	E	O
1828	na	O
1828	entrevista	O
1828	comigo	O
1828	ele	O
1828	disse	O
1828	:	O
1828	Eu	O
1828	sei	O
1828	que	O
1828	sou	O
1828	um	O
1828	branco	O
1828	encardido	O
1828	.	O
1828	O	O
1828	branco	O
1828	que	O
1828	é	O
1828	branco	O
1828	mesmo	O
1828	sabe	O
1828	que	O
1828	tem	O
1828	antepassados	O
1828	alemães	O
1828	,	O
1828	italianos	O
1828	;	O
1828	eu	O
1828	não	O
1828	sei	O
1828	quem	O
1828	são	O
1828	os	O
1828	meus	O
1828	antepassados	O
1828	,	O
1828	não	O
1828	sei	O
1828	de	O
1828	onde	O
1828	eu	O
1828	vim	O
1828	.	O
1828	A	O
1828	ideia	O
1828	de	O
1828	raça	O
1828	branca	O
1828	está	O
1828	associado	O
1828	a	O
1828	essa	O
1828	origem	O
1828	europeia	O
1828	e	O
1828	também	O
1828	produz	O
1828	subdivisões	O
1828	internas	O
1828	.	O
1829	Em	O
1829	um	O
1829	artigo	O
1829	recente	O
1829	escrito	O
1829	para	O
1829	a	O
1829	Folha	B-MEDIA
1829	,	O
1829	você	O
1829	comenta	O
1829	sobre	O
1829	o	O
1829	medo	O
1829	branco	O
1829	de	O
1829	ter	O
1829	a	O
1829	racialidade	O
1829	marcada	O
1829	;	O
1829	algo	O
1829	que	O
1829	acontece	O
1829	há	O
1829	séculos	O
1829	com	O
1829	negros	O
1829	e	O
1829	indígenas	O
1829	no	O
1829	Brasil	B-COUNTRY
1829	.	O
1830	Nesse	O
1830	livro	O
1830	ela	O
1830	explica	O
1830	que	O
1830	,	O
1830	no	O
1830	pós-abolição	O
1830	,	O
1830	houve	O
1830	um	O
1830	medo	O
1830	da	O
1830	haitinização	O
1830	da	O
1830	América	O
1830	Latina	O
1830	,	O
1830	porque	O
1830	houve	O
1830	a	O
1830	Revolução	B-ORG
1830	do	I-ORG
1830	Haiti	I-ORG
1830	-	O
1830	em	O
1830	que	O
1830	os	O
1830	negros	O
1830	tiveram	O
1830	autonomia	O
1830	para	O
1830	decidir	O
1830	seu	O
1830	destino	O
1830	.	O
1831	Quando	O
1831	começaram	O
1831	as	O
1831	cotas	O
1831	,	O
1831	por	O
1831	exemplo	O
1831	,	O
1831	vimos	O
1831	manifestações	O
1831	muito	O
1831	mais	O
1831	fortes	O
1831	de	O
1831	brancos	O
1831	racistas	O
1831	no	O
1831	Brasil	B-COUNTRY
1831	-	O
1831	e	O
1831	não	O
1831	é	O
1831	que	O
1831	eles	O
1831	não	O
1831	fossem	O
1831	racistas	O
1831	antes	O
1831	;	O
1831	é	O
1831	só	O
1831	que	O
1831	os	O
1831	privilégios	O
1831	deles	O
1831	não	O
1831	estavam	O
1831	ameaçados	O
1831	antes	O
1831	.	O
1832	Ao	O
1832	ser	O
1832	nomeados	O
1832	pelo	O
1832	outro	O
1832	como	O
1832	brancos	O
1832	,	O
1832	nós	O
1832	também	O
1832	precisamos	O
1832	nos	O
1832	responsabilizar	O
1832	por	O
1832	uma	O
1832	herança	O
1832	histórica	O
1832	bem	O
1832	ruim	O
1832	;	O
1832	que	O
1832	é	O
1832	a	O
1832	herança	O
1832	de	O
1832	quem	O
1832	carregou	O
1832	o	O
1832	chicote	O
1832	na	O
1832	mão	O
1832	.	O
1833	Como	O
1833	eu	O
1833	citei	O
1833	antes	O
1833	,	O
1833	o	O
1833	branco	O
1833	se	O
1833	vê	O
1833	como	O
1833	padrão	O
1833	:	O
1833	quando	O
1833	a	O
1833	gente	O
1833	estuda	O
1833	história	O
1833	geral	O
1833	na	O
1833	escola	O
1833	,	O
1833	na	O
1833	verdade	O
1833	está	O
1833	estudando	O
1833	a	O
1833	história	O
1833	da	O
1833	Europa	O
1833	.	O
1834	Se	O
1834	a	O
1834	gente	O
1834	está	O
1834	em	O
1834	uma	O
1834	universidade	O
1834	onde	O
1834	só	O
1834	há	O
1834	brancos	O
1834	,	O
1834	a	O
1834	gente	O
1834	não	O
1834	fala	O
1834	nossa	O
1834	,	O
1834	quantos	O
1834	brancos	O
1834	;	O
1834	mas	O
1834	,	O
1834	se	O
1834	estivermos	O
1834	em	O
1834	uma	O
1834	universidade	O
1834	onde	O
1834	só	O
1834	há	O
1834	negros	O
1834	,	O
1834	vamos	O
1834	nomeá-la	O
1834	como	O
1834	uma	O
1834	universidade	O
1834	de	O
1834	negros	O
1834	.	O
1834	Há	O
1834	uma	O
1834	invisibilidade	O
1834	da	O
1834	própria	O
1834	raça	O
1834	para	O
1834	os	O
1834	brancos	O
1834	,	O
1834	criada	O
1834	por	O
1834	eles	O
1834	mesmos	O
1834	.	O
1835	Os	O
1835	negros	O
1835	e	O
1835	os	O
1835	indígenas	O
1835	nomeiam	O
1835	os	O
1835	brancos	O
1835	há	O
1835	mais	O
1835	de	O
1835	quinhentos	O
1835	anos	O
1835	;	O
1835	os	O
1835	guarani	O
1835	nos	O
1835	chamam	O
1835	de	O
1835	juruá	O
1835	,	O
1835	os	O
1835	homens	O
1835	brancos	O
1835	.	O
1835	Só	O
1835	que	O
1835	as	O
1835	classificações	O
1835	feitas	O
1835	por	O
1835	eles	O
1835	não	O
1835	chegam	O
1835	a	O
1835	capilarizar	O
1835	na	O
1835	sociedade	O
1835	,	O
1835	porque	O
1835	eles	O
1835	não	O
1835	têm	O
1835	esse	O
1835	poder	O
1835	.	O
1836	O	O
1836	problema	O
1836	não	O
1836	é	O
1836	nomear	O
1836	o	O
1836	outro	O
1836	,	O
1836	exatamente	O
1836	;	O
1836	é	O
1836	que	O
1836	essa	O
1836	nomeação	O
1836	tenha	O
1836	poder	O
1836	de	O
1836	ser	O
1836	tida	O
1836	como	O
1836	regra	O
1836	.	O
1837	Como	O
1837	,	O
1837	de	O
1837	que	O
1837	maneira	O
1837	,	O
1837	em	O
1837	quais	O
1837	contextos	O
1837	,	O
1837	uma	O
1837	pessoa	O
1837	branca	O
1837	pode	O
1837	ou	O
1837	deve	O
1837	falar	O
1837	sobre	O
1837	o	O
1837	racismo	O
1837	?	O
1837	Todo	O
1837	mundo	O
1837	pode	O
1837	falar	O
1837	sobre	O
1837	o	O
1837	racismo	O
1837	,	O
1837	desde	O
1837	que	O
1837	saiba	O
1837	do	O
1837	que	O
1837	está	O
1837	falando	O
1837	.	O
1838	O	O
1838	problema	O
1838	é	O
1838	um	O
1838	monte	O
1838	de	O
1838	brancos	O
1838	que	O
1838	não	O
1838	entendem	O
1838	do	O
1838	assunto	O
1838	querendo	O
1838	falar	O
1838	,	O
1838	querendo	O
1838	dar	O
1838	opinião	O
1838	.	O
1838	O	O
1838	racismo	O
1838	não	O
1838	é	O
1838	uma	O
1838	questão	O
1838	de	O
1838	opinião	O
1838	.	O
1839	Eu	O
1839	acho	O
1839	que	O
1839	as	O
1839	pessoas	O
1839	devem	O
1839	falar	O
1839	;	O
1839	mas	O
1839	devem	O
1839	entender	O
1839	do	O
1839	assunto	O
1839	para	O
1839	falar	O
1839	-	O
1839	assim	O
1839	como	O
1839	sobre	O
1839	qualquer	O
1839	outro	O
1839	assunto	O
1839	.	O
1840	As	O
1840	pessoas	O
1840	não	O
1840	entendem	O
1840	muito	O
1840	bem	O
1840	a	O
1840	expressão	O
1840	lugar	O
1840	de	O
1840	fala	O
1840	,	O
1840	por	O
1840	exemplo	O
1840	:	O
1840	o	O
1840	lugar	O
1840	de	O
1840	fala	O
1840	é	O
1840	justamente	O
1840	isso	O
1840	,	O
1840	o	O
1840	lugar	O
1840	de	O
1840	onde	O
1840	a	O
1840	pessoa	O
1840	fala	O
1840	.	O
1841	Eu	O
1841	,	O
1841	por	O
1841	exemplo	O
1841	,	O
1841	quando	O
1841	falo	O
1841	sobre	O
1841	racismo	O
1841	,	O
1841	falo	O
1841	do	O
1841	lugar	O
1841	de	O
1841	uma	O
1841	pessoa	O
1841	branca	O
1841	,	O
1841	que	O
1841	estudou	O
1841	o	O
1841	tema	O
1841	.	O
1842	A	O
1842	expressão	O
1842	lugar	O
1842	de	O
1842	fala	O
1842	não	O
1842	é	O
1842	uma	O
1842	proibição	O
1842	de	O
1842	fala	O
1842	;	O
1842	é	O
1842	entender	O
1842	que	O
1842	o	O
1842	lugar	O
1842	de	O
1842	onde	O
1842	a	O
1842	pessoa	O
1842	fala	O
1842	vai	O
1842	produzir	O
1842	influências	O
1842	na	O
1842	forma	O
1842	como	O
1842	ela	O
1842	pensa	O
1842	,	O
1842	já	O
1842	que	O
1842	não	O
1842	existe	O
1842	neutralidade	O
1842	na	O
1842	linguagem	O
1842	.	O
1843	E	O
1843	todo	O
1843	mundo	O
1843	vive	O
1843	a	O
1843	experiência	O
1843	de	O
1843	raça	O
1843	no	O
1843	Brasil	B-COUNTRY
1843	,	O
1843	os	O
1843	brancos	O
1843	vivem	O
1843	a	O
1843	experiência	O
1843	de	O
1843	raça	O
1843	no	O
1843	Brasil	B-COUNTRY
1843	,	O
1843	do	O
1843	ponto	O
1843	de	O
1843	vista	O
1843	do	O
1843	privilégio	O
1843	.	O
1844	É	O
1844	mentira	O
1844	dizer	O
1844	que	O
1844	os	O
1844	movimentos	O
1844	negros	O
1844	,	O
1844	por	O
1844	exemplo	O
1844	,	O
1844	atacam	O
1844	brancos	O
1844	que	O
1844	falam	O
1844	sobre	O
1844	o	O
1844	racismo	O
1844	:	O
1844	o	O
1844	branco	O
1844	é	O
1844	criticado	O
1844	se	O
1844	falar	O
1844	besteira	O
1844	sobre	O
1844	o	O
1844	racismo	O
1844	,	O
1844	se	O
1844	não	O
1844	souber	O
1844	do	O
1844	que	O
1844	está	O
1844	falando	O
1844	.	O
1845	Qual	O
1845	é	O
1845	o	O
1845	papel	O
1845	dos	O
1845	brancos	O
1845	na	O
1845	luta	O
1845	antirracista	O
1845	?	O
1845	Qualquer	O
1845	branco	O
1845	que	O
1845	acredite	O
1845	em	O
1845	igualdade	O
1845	e	O
1845	lute	O
1845	por	O
1845	igualdade	O
1845	deveria	O
1845	estar	O
1845	na	O
1845	luta	O
1845	antirracista	O
1845	.	O
1846	Um	O
1846	homem	O
1846	pode	O
1846	lutar	O
1846	por	O
1846	igualdade	O
1846	de	O
1846	gênero	O
1846	,	O
1846	mesmo	O
1846	sem	O
1846	estar	O
1846	no	O
1846	movimento	O
1846	feminista	O
1846	,	O
1846	por	O
1846	exemplo	O
1846	.	O
1847	O	O
1847	racismo	O
1847	empobrece	O
1847	o	O
1847	país	O
1847	:	O
1847	produz	O
1847	a	O
1847	ideia	O
1847	de	O
1847	que	O
1847	há	O
1847	pessoas	O
1847	que	O
1847	valem	O
1847	menos	O
1847	,	O
1847	produz	O
1847	violência	O
1847	.	O
1848	Embora	O
1848	o	O
1848	racismo	O
1848	não	O
1848	faça	O
1848	mal	O
1848	aos	O
1848	brancos	O
1848	como	O
1848	indivíduos	O
1848	-	O
1848	já	O
1848	que	O
1848	,	O
1848	pelo	O
1848	contrário	O
1848	,	O
1848	coloca	O
1848	os	O
1848	brancos	O
1848	em	O
1848	um	O
1848	lugar	O
1848	de	O
1848	vantagem	O
1848	estrutural	O
1848	-	O
1848	,	O
1848	ele	O
1848	prejudica	O
1848	o	O
1848	país	O
1848	como	O
1848	um	O
1848	todo	O
1848	.	O
1849	É	O
1849	importante	O
1849	ressaltar	O
1849	também	O
1849	que	O
1849	a	O
1849	luta	O
1849	antirracista	O
1849	não	O
1849	é	O
1849	só	O
1849	uma	O
1849	luta	O
1849	contra	O
1849	o	O
1849	preconceito	O
1849	em	O
1849	si	O
1849	-	O
1849	ela	O
1849	se	O
1849	expande	O
1849	para	O
1849	outros	O
1849	debates	O
